"site","station","transect","session","date","trap_type","culex","aedes","wyeomyia"
"BRY",400,200,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",600,200,"BRY 34","12/9/2004","gravid",0,0,1
"BRY",800,200,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",100,400,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",300,400,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",600,400,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",700,400,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",800,400,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",100,600,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",200,600,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",400,600,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",500,600,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",900,600,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",200,800,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",300,800,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",500,800,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",800,800,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",900,800,"BRY 34","12/9/2004","gravid",0,0,0
"BRY",300,0,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",400,0,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",500,0,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",600,0,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",900,0,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",200,200,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",300,200,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",400,200,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",600,200,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",800,200,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",100,400,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",300,400,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",600,400,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",700,400,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",800,400,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",100,600,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",200,600,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",400,600,"BRY 34","12/10/2004","gravid",0,2,0
"BRY",500,600,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",900,600,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",200,800,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",300,800,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",400,800,"BRY 34","12/10/2004","gravid",0,0,0
"BRY",800,800,"BRY 34","12/10/2004","gravid",0,0,2
"BRY",900,800,"BRY 34","12/10/2004","gravid",0,0,0
"CJR",400,0,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",500,0,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",600,0,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",900,0,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",200,200,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",300,200,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",500,200,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",800,200,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",900,200,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",100,400,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",200,400,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",400,400,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",500,400,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",800,400,"CJR 01","10/3/2002","gravid",2,0,0
"CJR",100,600,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",500,600,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",600,600,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",700,600,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",900,600,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",300,800,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",600,800,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",900,800,"CJR 01","10/3/2002","gravid",0,0,0
"CJR",200,0,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",400,0,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",500,0,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",600,0,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",900,0,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",200,200,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",300,200,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",500,200,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",800,200,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",900,200,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",100,400,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",200,400,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",400,400,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",500,400,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",800,400,"CJR 01","10/4/2002","gravid",3,0,0
"CJR",100,600,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",500,600,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",600,600,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",700,600,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",900,600,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",300,800,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",600,800,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",700,800,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",800,800,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",900,800,"CJR 01","10/4/2002","gravid",0,0,0
"CJR",200,0,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",400,0,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",500,0,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",600,0,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",700,0,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",200,200,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",300,200,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",500,200,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",800,200,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",900,200,"CJR 01","10/5/2002","gravid",2,0,0
"CJR",100,400,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",200,400,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",400,400,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",500,400,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",800,400,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",100,600,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",500,600,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",600,600,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",700,600,"CJR 01","10/5/2002","gravid",1,0,0
"CJR",900,600,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",300,800,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",600,800,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",700,800,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",800,800,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",900,800,"CJR 01","10/5/2002","gravid",0,0,0
"CJR",400,0,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",500,0,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",600,0,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",900,0,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",200,200,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",300,200,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",500,200,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",800,200,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",900,200,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",100,400,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",200,400,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",400,400,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",500,400,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",800,400,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",100,600,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",500,600,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",600,600,"CJR 01","10/6/2002","gravid",3,0,0
"CJR",700,600,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",900,600,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",300,800,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",600,800,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",700,800,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",800,800,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",900,800,"CJR 01","10/6/2002","gravid",0,0,0
"CJR",200,0,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",400,0,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",500,0,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",800,0,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",900,0,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",200,200,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",500,200,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",600,200,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",800,200,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",900,200,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",200,400,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",500,400,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",600,400,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",800,400,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",900,400,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",100,600,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",200,600,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",300,600,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",500,600,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",800,600,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",300,800,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",400,800,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",500,800,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",700,800,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",800,800,"CJR 02","10/31/2002","gravid",0,0,0
"CJR",200,0,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",400,0,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",500,0,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",800,0,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",900,0,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",200,200,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",500,200,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",600,200,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",800,200,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",900,200,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",200,400,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",400,400,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",500,400,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",700,400,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",900,400,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",100,600,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",200,600,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",300,600,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",500,600,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",800,600,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",300,800,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",400,800,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",500,800,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",700,800,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",800,800,"CJR 02","11/1/2002","gravid",0,0,0
"CJR",200,0,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",400,0,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",500,0,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",800,0,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",900,0,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",200,200,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",500,200,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",600,200,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",800,200,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",900,200,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",200,400,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",400,400,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",500,400,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",700,400,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",900,400,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",100,600,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",200,600,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",300,600,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",500,600,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",800,600,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",300,800,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",400,800,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",500,800,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",700,800,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",800,800,"CJR 02","11/2/2002","gravid",0,0,0
"CJR",200,0,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",400,0,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",500,0,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",800,0,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",900,0,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",200,200,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",500,200,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",600,200,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",800,200,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",900,200,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",200,400,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",400,400,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",500,400,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",700,400,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",900,400,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",100,600,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",200,600,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",300,600,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",500,600,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",800,600,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",300,800,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",400,800,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",500,800,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",700,800,"CJR 02","11/3/2002","gravid",1,0,0
"CJR",800,800,"CJR 02","11/3/2002","gravid",0,0,0
"CJR",300,0,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",400,0,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",500,0,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",700,0,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",900,0,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",100,200,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",200,200,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",300,200,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",400,200,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",800,200,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",100,400,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",200,400,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",500,400,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",800,400,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",900,400,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",100,600,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",400,600,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",500,600,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",600,600,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",900,600,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",200,800,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",300,800,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",400,800,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",500,800,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",700,800,"CJR 03","11/30/2002","gravid",0,0,0
"CJR",300,0,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",400,0,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",500,0,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",700,0,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",900,0,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",100,200,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",200,200,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",300,200,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",400,200,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",800,200,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",200,400,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",300,400,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",500,400,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",800,400,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",900,400,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",100,600,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",400,600,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",500,600,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",600,600,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",900,600,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",100,800,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",300,800,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",400,800,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",500,800,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",700,800,"CJR 03","12/1/2002","gravid",0,0,0
"CJR",300,0,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",400,0,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",500,0,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",700,0,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",900,0,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",100,200,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",200,200,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",300,200,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",400,200,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",800,200,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",200,400,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",300,400,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",500,400,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",800,400,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",900,400,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",100,600,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",400,600,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",500,600,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",600,600,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",900,600,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",100,800,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",300,800,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",400,800,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",500,800,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",700,800,"CJR 03","12/2/2002","gravid",0,0,0
"CJR",300,0,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",400,0,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",500,0,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",700,0,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",900,0,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",100,200,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",200,200,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",300,200,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",400,200,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",800,200,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",200,400,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",300,400,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",500,400,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",800,400,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",900,400,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",100,600,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",400,600,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",500,600,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",600,600,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",900,600,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",200,800,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",300,800,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",400,800,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",500,800,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",700,800,"CJR 03","12/3/2002","gravid",0,0,0
"CJR",100,0,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",500,0,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",600,0,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",800,0,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",900,0,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",300,200,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",600,200,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",700,200,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",800,200,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",900,200,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",100,400,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",300,400,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",500,400,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",700,400,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",900,400,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",100,600,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",200,600,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",500,600,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",600,600,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",900,600,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",100,800,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",300,800,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",400,800,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",500,800,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",700,800,"CJR 04","1/14/2003","gravid",0,0,0
"CJR",100,0,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",500,0,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",600,0,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",800,0,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",900,0,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",300,200,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",600,200,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",700,200,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",800,200,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",900,200,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",100,400,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",300,400,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",500,400,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",700,400,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",900,400,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",100,600,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",200,600,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",500,600,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",600,600,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",900,600,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",100,800,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",300,800,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",400,800,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",500,800,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",700,800,"CJR 04","1/15/2003","gravid",0,0,0
"CJR",100,0,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",500,0,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",600,0,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",800,0,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",900,0,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",300,200,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",600,200,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",700,200,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",800,200,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",900,200,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",100,400,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",300,400,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",500,400,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",700,400,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",900,400,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",100,600,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",200,600,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",500,600,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",600,600,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",900,600,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",100,800,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",300,800,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",400,800,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",500,800,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",700,800,"CJR 04","1/16/2003","gravid",0,0,0
"CJR",100,0,"CJR 04","1/17/2003","gravid",0,0,0
"CJR",500,0,"CJR 04","1/17/2003","gravid",0,0,0
"CJR",600,0,"CJR 04","1/17/2003","gravid",0,0,0
"CJR",800,0,"CJR 04","1/17/2003","gravid",0,0,0
"CJR",900,0,"CJR 04","1/17/2003","gravid",0,0,0
"CJR",300,200,"CJR 04","1/17/2003","gravid",0,0,0
"CJR",600,200,"CJR 04","1/17/2003","gravid",0,0,0
"CJR",700,200,"CJR 04","1/17/2003","gravid",0,0,0
"CJR",800,200,"CJR 04","1/17/2003","gravid",0,0,0
