site,location,trap_type,transect,station,year,month,season,rainfall_season,x_long,y_lat,count,Cxpa,elevation,distance,precip,preciplag1,preciplag2,preciplag3,tmean,tmeanlag1,tmeanlag2,tmeanlag3,tmax,tmaxlag1,tmaxlag2,tmaxlag3,tmin,tminlag1,tminlag2,tminlag3
MAL,s21,gravid,400,300,2003,2,winter,wet,-154.8659399,19.44389303,0,0,38.61,1157.36,114,65,188,49,20.39,20.88,21.2,22.83,24.39,25.55,25.05,27.52,16.39,16.21,17.35,18.14
MAL,s23,gravid,400,500,2003,2,winter,wet,-154.8675225,19.44487946,0,0,41.98,1192.73,115,65,189,49,20.37,20.86,21.18,22.81,24.37,25.53,25.03,27.5,16.37,16.18,17.32,18.11
MAL,s24,gravid,400,600,2003,2,winter,wet,-154.8683125,19.44536739,0,0,43.21,1213.54,117,67,193,50,20.34,20.83,21.14,22.76,24.34,25.51,25,27.45,16.33,16.14,17.28,18.07
MAL,s29,gravid,600,200,2003,2,winter,wet,-154.863998,19.44487718,0,0,33.89,946.9,114,65,188,49,20.39,20.89,21.21,22.84,24.39,25.56,25.06,27.52,16.39,16.21,17.36,18.15
MAL,s30,gravid,600,300,2003,2,winter,wet,-154.8648048,19.44539523,1,1,38.18,952.55,114,65,190,49,20.38,20.87,21.19,22.82,24.38,25.55,25.05,27.51,16.38,16.19,17.33,18.12
MAL,s34,gravid,600,700,2003,2,winter,wet,-154.8679987,19.44738586,0,0,45.58,1031.94,116,66,192,50,20.36,20.85,21.16,22.79,24.36,25.53,25.02,27.48,16.35,16.16,17.3,18.09
MAL,s35,gravid,600,800,2003,2,winter,wet,-154.8687476,19.44785266,0,0,46.76,1051.34,118,67,196,50,20.33,20.83,21.14,22.75,24.34,25.51,25,27.44,16.32,16.14,17.27,18.06
MAL,s36,gravid,600,900,2003,2,winter,wet,-154.8695813,19.44837227,0,0,48.14,1072.94,118,67,196,50,20.33,20.83,21.14,22.75,24.34,25.51,25,27.44,16.32,16.14,17.27,18.06
MAL,s37,gravid,800,100,2003,2,winter,wet,-154.8621154,19.44588357,0,0,29.33,749.85,113,64,189,49,20.42,20.91,21.24,22.87,24.41,25.58,25.08,27.55,16.43,16.24,17.39,18.18
MAL,s40,gravid,800,400,2003,2,winter,wet,-154.8644967,19.44736197,0,0,39.42,772.04,114,65,190,49,20.38,20.87,21.2,22.82,24.38,25.55,25.05,27.51,16.38,16.19,17.34,18.13
MAL,s43,gravid,800,700,2003,2,winter,wet,-154.8668823,19.44885175,0,0,44.08,833.63,116,66,194,50,20.36,20.85,21.16,22.78,24.36,25.53,25.02,27.47,16.35,16.16,17.3,18.09
MAL,s44,gravid,800,800,2003,2,winter,wet,-154.8676659,19.44934163,0,0,45.02,853.82,116,66,194,50,20.36,20.85,21.16,22.78,24.36,25.53,25.02,27.47,16.35,16.16,17.3,18.09
MAL,s45,gravid,800,900,2003,2,winter,wet,-154.8684745,19.4498471,0,0,46.69,874.66,118,68,199,51,20.33,20.83,21.14,22.75,24.34,25.51,25,27.43,16.32,16.14,17.27,18.06
MAL,s1,gravid,0,100,2003,3,spring,wet,-154.8664756,19.43993988,0,0,28.31,948.76,55,115,65,185,21.89,20.43,20.92,21.24,26.67,24.41,25.57,25.07,17.11,16.44,16.26,17.4
MAL,s4,gravid,0,400,2003,3,spring,wet,-154.8688701,19.44139884,0,0,35.99,859.23,54,116,66,189,21.83,20.37,20.86,21.18,26.62,24.36,25.53,25.02,17.03,16.37,16.18,17.33
MAL,s7,gravid,0,700,2003,3,spring,wet,-154.8713093,19.44293436,0,0,50.58,854.87,54,118,66,190,21.77,20.31,20.8,21.12,26.57,24.32,25.48,24.98,16.96,16.3,16.11,17.25
MAL,s8,gravid,0,800,2003,3,spring,wet,-154.872041,19.44337489,0,0,52.27,854.09,54,118,67,193,21.77,20.31,20.8,21.12,26.57,24.32,25.48,24.98,16.96,16.29,16.11,17.25
MAL,s9,gravid,0,900,2003,3,spring,wet,-154.8728435,19.44385801,0,0,56.26,853.24,54,119,68,194,21.7,20.25,20.74,21.05,26.51,24.27,25.44,24.93,16.88,16.22,16.04,17.17
MAL,s10,gravid,200,100,2003,3,spring,wet,-154.8654167,19.4414413,0,0,31.18,1133.63,54,114,64,186,21.89,20.42,20.91,21.23,26.67,24.41,25.57,25.07,17.1,16.43,16.25,17.39
MAL,s14,gravid,200,500,2003,3,spring,wet,-154.8686102,19.44340483,0,0,39.06,1053.44,54,117,66,191,21.81,20.35,20.84,21.16,26.61,24.35,25.52,25.01,17.01,16.35,16.16,17.3
MAL,s15,gravid,200,600,2003,3,spring,wet,-154.8693917,19.44389469,0,0,42.78,1054.24,54,117,66,191,21.81,20.35,20.84,21.16,26.61,24.35,25.52,25.01,17.01,16.35,16.16,17.3
MAL,s16,gravid,200,700,2003,3,spring,wet,-154.8702408,19.44442688,0,0,45.19,1055.3,54,117,66,191,21.81,20.35,20.84,21.16,26.61,24.35,25.52,25.01,17.01,16.35,16.16,17.3
MAL,s18,gravid,200,900,2003,3,spring,wet,-154.8717759,19.44542279,0,0,53.65,1058.48,54,118,67,195,21.76,20.3,20.79,21.11,26.56,24.31,25.48,24.97,16.95,16.28,16.1,17.24
MAL,s19,gravid,400,100,2003,3,spring,wet,-154.864329,19.44292494,0,0,29.34,1149.79,54,114,64,186,21.89,20.43,20.91,21.24,26.68,24.41,25.57,25.08,17.1,16.44,16.25,17.39
MAL,s20,gravid,400,200,2003,3,spring,wet,-154.8651304,19.44340654,0,0,33.67,1149.18,54,114,65,188,21.86,20.39,20.88,21.2,26.65,24.39,25.55,25.05,17.06,16.39,16.21,17.35
MAL,s21,gravid,400,300,2003,3,spring,wet,-154.8659399,19.44389303,0,0,38.61,1157.36,54,114,65,188,21.86,20.39,20.88,21.2,26.65,24.39,25.55,25.05,17.06,16.39,16.21,17.35
MAL,s23,gravid,400,500,2003,3,spring,wet,-154.8675225,19.44487946,0,0,41.98,1192.73,54,115,65,189,21.83,20.37,20.86,21.18,26.63,24.37,25.53,25.03,17.03,16.37,16.18,17.32
MAL,s24,gravid,400,600,2003,3,spring,wet,-154.8683125,19.44536739,0,0,43.21,1213.54,54,117,67,193,21.79,20.34,20.83,21.14,26.59,24.34,25.51,25,16.99,16.33,16.14,17.28
MAL,s28,gravid,600,100,2003,3,spring,wet,-154.8632124,19.44437274,0,0,29.66,952.08,54,113,64,186,21.91,20.44,20.93,21.25,26.69,24.42,25.59,25.09,17.12,16.45,16.26,17.41
MAL,s31,gravid,600,400,2003,3,spring,wet,-154.8655776,19.44587403,0,0,41.16,969.43,53,114,65,190,21.84,20.38,20.87,21.2,26.64,24.38,25.55,25.05,17.04,16.38,16.19,17.34
MAL,s32,gravid,600,500,2003,3,spring,wet,-154.8663969,19.44638157,0,0,42.75,990.9,53,116,66,192,21.81,20.36,20.85,21.16,26.61,24.36,25.53,25.02,17.01,16.35,16.16,17.3
MAL,s34,gravid,600,700,2003,3,spring,wet,-154.8679987,19.44738586,0,0,45.58,1031.94,53,116,66,192,21.81,20.36,20.85,21.16,26.61,24.36,25.53,25.02,17.01,16.35,16.16,17.3
MAL,s35,gravid,600,800,2003,3,spring,wet,-154.8687476,19.44785266,0,0,46.76,1051.34,53,118,67,196,21.79,20.33,20.83,21.14,26.59,24.34,25.51,25,16.98,16.32,16.14,17.27
MAL,s38,gravid,800,200,2003,3,spring,wet,-154.8629075,19.44637878,0,0,32.47,744.29,53,113,64,189,21.89,20.42,20.91,21.24,26.68,24.41,25.58,25.08,17.1,16.43,16.24,17.39
MAL,s39,gravid,800,300,2003,3,spring,wet,-154.8637076,19.44687897,0,0,37.14,752.24,53,113,64,189,21.89,20.42,20.91,21.24,26.68,24.41,25.58,25.09,17.1,16.43,16.24,17.39
MAL,s41,gravid,800,500,2003,3,spring,wet,-154.8653187,19.44786512,0,0,41.32,794.06,53,115,66,193,21.84,20.38,20.87,21.19,26.63,24.38,25.55,25.04,17.04,16.37,16.19,17.33
MAL,s43,gravid,800,700,2003,3,spring,wet,-154.8668823,19.44885175,0,0,44.08,833.63,53,116,66,194,21.81,20.36,20.85,21.16,26.61,24.36,25.53,25.02,17.01,16.35,16.16,17.3
MAL,s45,gravid,800,900,2003,3,spring,wet,-154.8684745,19.4498471,0,0,46.69,874.66,53,118,68,199,21.78,20.33,20.83,21.14,26.58,24.34,25.51,25,16.98,16.32,16.14,17.27
MAL,s1,gravid,0,100,2003,4,spring,wet,-154.8664756,19.43993988,0,0,28.31,948.76,162,55,115,65,21.46,21.89,20.43,20.92,24.8,26.67,24.41,25.57,18.11,17.11,16.44,16.26
MAL,s3,gravid,0,300,2003,4,spring,wet,-154.8681059,19.44094388,0,0,33.58,878.52,161,54,115,65,21.43,21.86,20.39,20.89,24.78,26.65,24.38,25.55,18.07,17.07,16.4,16.22
MAL,s4,gravid,0,400,2003,4,spring,wet,-154.8688701,19.44139884,0,0,35.99,859.23,163,54,116,66,21.39,21.83,20.37,20.86,24.75,26.62,24.36,25.53,18.03,17.03,16.37,16.18
MAL,s5,gravid,0,500,2003,4,spring,wet,-154.8697167,19.4419029,0,0,41.18,849.86,163,54,116,66,21.39,21.83,20.37,20.86,24.75,26.62,24.36,25.53,18.03,17.03,16.37,16.19
MAL,s6,gravid,0,600,2003,4,spring,wet,-154.8704581,19.44238308,0,0,47.61,852.15,163,54,116,66,21.39,21.83,20.37,20.86,24.75,26.62,24.36,25.53,18.03,17.03,16.37,16.19
MAL,s10,gravid,200,100,2003,4,spring,wet,-154.8654167,19.4414413,0,0,31.18,1133.63,159,54,114,64,21.46,21.89,20.42,20.91,24.81,26.67,24.41,25.57,18.1,17.1,16.43,16.25
MAL,s11,gravid,200,200,2003,4,spring,wet,-154.8662235,19.44191473,0,0,32.62,1098.57,161,54,115,65,21.43,21.86,20.4,20.89,24.78,26.65,24.39,25.55,18.07,17.07,16.41,16.22
MAL,s13,gravid,200,400,2003,4,spring,wet,-154.8678158,19.4428926,0,0,36.12,1057.81,161,54,115,65,21.43,21.87,20.4,20.89,24.78,26.65,24.39,25.55,18.07,17.08,16.41,16.22
MAL,s15,gravid,200,600,2003,4,spring,wet,-154.8693917,19.44389469,0,0,42.78,1054.24,163,54,117,66,21.37,21.81,20.35,20.84,24.73,26.61,24.35,25.52,18.01,17.01,16.35,16.16
MAL,s17,gravid,200,800,2003,4,spring,wet,-154.8709669,19.44489794,0,0,48.1,1057.69,166,54,118,67,21.33,21.77,20.31,20.8,24.69,26.57,24.32,25.48,17.96,16.96,16.3,16.12
MAL,s20,gravid,400,200,2003,4,spring,wet,-154.8651304,19.44340654,0,0,33.67,1149.18,158,54,114,65,21.42,21.86,20.39,20.88,24.78,26.65,24.39,25.55,18.06,17.06,16.39,16.21
MAL,s21,gravid,400,300,2003,4,spring,wet,-154.8659399,19.44389303,0,0,38.61,1157.36,158,54,114,65,21.42,21.86,20.39,20.88,24.78,26.65,24.39,25.55,18.06,17.06,16.39,16.21
MAL,s23,gravid,400,500,2003,4,spring,wet,-154.8675225,19.44487946,0,0,41.98,1192.73,161,54,115,65,21.4,21.83,20.37,20.86,24.76,26.63,24.37,25.53,18.03,17.03,16.37,16.18
MAL,s24,gravid,400,600,2003,4,spring,wet,-154.8683125,19.44536739,0,0,43.21,1213.54,163,54,117,67,21.36,21.79,20.34,20.83,24.72,26.59,24.34,25.51,17.99,16.99,16.33,16.14
MAL,s25,gravid,400,700,2003,4,spring,wet,-154.8691049,19.44585684,0,0,45.53,1234.43,163,54,117,67,21.36,21.79,20.34,20.83,24.72,26.59,24.34,25.51,17.99,16.99,16.33,16.14
MAL,s28,gravid,600,100,2003,4,spring,wet,-154.8632124,19.44437274,0,0,29.66,952.08,156,54,113,64,21.48,21.91,20.44,20.93,24.83,26.69,24.42,25.59,18.12,17.12,16.45,16.26
MAL,s29,gravid,600,200,2003,4,spring,wet,-154.863998,19.44487718,0,0,33.89,946.9,158,54,114,65,21.43,21.86,20.39,20.89,24.79,26.65,24.39,25.56,18.06,17.07,16.39,16.21
MAL,s32,gravid,600,500,2003,4,spring,wet,-154.8663969,19.44638157,0,0,42.75,990.9,161,53,116,66,21.38,21.81,20.36,20.85,24.74,26.61,24.36,25.53,18.01,17.01,16.35,16.16
MAL,s33,gravid,600,600,2003,4,spring,wet,-154.8671634,19.44686217,0,0,44.04,1010.54,161,53,116,66,21.38,21.81,20.36,20.85,24.74,26.61,24.36,25.53,18.01,17.01,16.35,16.16
MAL,s35,gravid,600,800,2003,4,spring,wet,-154.8687476,19.44785266,0,0,46.76,1051.34,164,53,118,67,21.35,21.79,20.33,20.83,24.71,26.59,24.34,25.51,17.98,16.98,16.32,16.14
MAL,s39,gravid,800,300,2003,4,spring,wet,-154.8637076,19.44687897,0,0,37.14,752.24,156,53,113,64,21.46,21.89,20.42,20.91,24.82,26.68,24.41,25.58,18.1,17.1,16.43,16.24
MAL,s40,gravid,800,400,2003,4,spring,wet,-154.8644967,19.44736197,0,0,39.42,772.04,158,53,114,65,21.41,21.85,20.38,20.87,24.77,26.64,24.38,25.55,18.04,17.05,16.38,16.19
MAL,s42,gravid,800,600,2003,4,spring,wet,-154.8660839,19.44834798,0,0,42.88,813.43,161,53,116,66,21.38,21.81,20.36,20.85,24.74,26.61,24.36,25.53,18.01,17.01,16.35,16.16
MAL,s43,gravid,800,700,2003,4,spring,wet,-154.8668823,19.44885175,0,0,44.08,833.63,161,53,116,66,21.38,21.81,20.36,20.85,24.74,26.61,24.36,25.53,18.01,17.01,16.35,16.16
MAL,s44,gravid,800,800,2003,4,spring,wet,-154.8676659,19.44934163,0,0,45.02,853.82,161,53,116,66,21.38,21.81,20.36,20.85,24.74,26.61,24.36,25.53,18.01,17.01,16.35,16.16
MAL,s1,gravid,0,100,2003,5,spring,dry,-154.8664756,19.43993988,0,0,28.31,948.76,89,162,55,115,22.54,21.46,21.89,20.43,26.86,24.8,26.67,24.41,18.22,18.11,17.11,16.44
MAL,s2,gravid,0,200,2003,5,spring,dry,-154.8672713,19.44042989,0,0,30.45,909.41,89,162,55,115,22.54,21.46,21.89,20.43,26.86,24.8,26.67,24.41,18.22,18.11,17.11,16.44
MAL,s3,gravid,0,300,2003,5,spring,dry,-154.8681059,19.44094388,0,0,33.58,878.52,89,161,54,115,22.51,21.43,21.86,20.39,26.84,24.78,26.65,24.38,18.18,18.07,17.07,16.4
MAL,s4,gravid,0,400,2003,5,spring,dry,-154.8688701,19.44139884,0,0,35.99,859.23,90,163,54,116,22.48,21.39,21.83,20.37,26.81,24.75,26.62,24.36,18.15,18.03,17.03,16.37
MAL,s8,gravid,0,800,2003,5,spring,dry,-154.872041,19.44337489,0,0,52.27,854.09,92,166,54,118,22.41,21.32,21.77,20.31,26.75,24.69,26.57,24.32,18.07,17.95,16.96,16.29
MAL,s11,gravid,200,200,2003,5,spring,dry,-154.8662235,19.44191473,0,0,32.62,1098.57,89,161,54,115,22.52,21.43,21.86,20.4,26.84,24.78,26.65,24.39,18.19,18.07,17.07,16.41
MAL,s12,gravid,200,300,2003,5,spring,dry,-154.8670657,19.44240899,0,0,35.28,1070.75,89,161,54,115,22.52,21.43,21.87,20.4,26.84,24.78,26.65,24.39,18.19,18.07,17.08,16.41
MAL,s14,gravid,200,500,2003,5,spring,dry,-154.8686102,19.44340483,0,0,39.06,1053.44,91,163,54,117,22.46,21.37,21.81,20.35,26.79,24.73,26.61,24.35,18.12,18.01,17.01,16.35
MAL,s17,gravid,200,800,2003,5,spring,dry,-154.8709669,19.44489794,0,0,48.1,1057.69,92,166,54,118,22.41,21.33,21.77,20.31,26.75,24.69,26.57,24.32,18.07,17.96,16.96,16.3
MAL,s18,gravid,200,900,2003,5,spring,dry,-154.8717759,19.44542279,0,0,53.65,1058.48,93,166,54,118,22.4,21.31,21.76,20.3,26.74,24.68,26.56,24.31,18.06,17.94,16.95,16.28
MAL,s19,gravid,400,100,2003,5,spring,dry,-154.864329,19.44292494,0,0,29.34,1149.79,87,159,54,114,22.54,21.46,21.89,20.43,26.86,24.81,26.68,24.41,18.22,18.1,17.1,16.44
MAL,s22,gravid,400,400,2003,5,spring,dry,-154.8667247,19.44438217,0,0,42.61,1172.18,89,161,54,115,22.48,21.4,21.83,20.37,26.81,24.76,26.63,24.37,18.15,18.03,17.03,16.37
MAL,s23,gravid,400,500,2003,5,spring,dry,-154.8675225,19.44487946,0,0,41.98,1192.73,89,161,54,115,22.48,21.4,21.83,20.37,26.81,24.76,26.63,24.37,18.15,18.03,17.03,16.37
MAL,s24,gravid,400,600,2003,5,spring,dry,-154.8683125,19.44536739,0,0,43.21,1213.54,91,163,54,117,22.44,21.36,21.79,20.34,26.78,24.72,26.59,24.34,18.1,17.99,16.99,16.33
MAL,s27,gravid,400,900,2003,5,spring,dry,-154.8706973,19.44687024,0,0,48.76,1148.81,93,166,54,118,22.4,21.32,21.76,20.3,26.74,24.68,26.56,24.31,18.06,17.95,16.95,16.29
MAL,s28,gravid,600,100,2003,5,spring,dry,-154.8632124,19.44437274,0,0,29.66,952.08,86,156,54,113,22.56,21.48,21.91,20.44,26.88,24.83,26.69,24.42,18.23,18.12,17.12,16.45
MAL,s30,gravid,600,300,2003,5,spring,dry,-154.8648048,19.44539523,0,0,38.18,952.55,88,158,53,114,22.5,21.41,21.84,20.38,26.83,24.77,26.64,24.38,18.16,18.04,17.04,16.38
MAL,s31,gravid,600,400,2003,5,spring,dry,-154.8655776,19.44587403,0,0,41.16,969.43,88,158,53,114,22.5,21.41,21.84,20.38,26.83,24.77,26.64,24.38,18.16,18.04,17.04,16.38
MAL,s32,gravid,600,500,2003,5,spring,dry,-154.8663969,19.44638157,0,0,42.75,990.9,89,161,53,116,22.46,21.38,21.81,20.36,26.8,24.74,26.61,24.36,18.12,18.01,17.01,16.35
MAL,s34,gravid,600,700,2003,5,spring,dry,-154.8679987,19.44738586,0,0,45.58,1031.94,89,161,53,116,22.46,21.38,21.81,20.36,26.8,24.74,26.61,24.36,18.12,18.01,17.01,16.35
MAL,s37,gravid,800,100,2003,5,spring,dry,-154.8621154,19.44588357,0,0,29.33,749.85,86,156,53,113,22.54,21.46,21.89,20.42,26.87,24.82,26.68,24.41,18.21,18.09,17.1,16.43
MAL,s38,gravid,800,200,2003,5,spring,dry,-154.8629075,19.44637878,0,0,32.47,744.29,86,156,53,113,22.54,21.46,21.89,20.42,26.87,24.82,26.68,24.41,18.21,18.1,17.1,16.43
MAL,s41,gravid,800,500,2003,5,spring,dry,-154.8653187,19.44786512,0,0,41.32,794.06,88,158,53,115,22.49,21.4,21.84,20.38,26.82,24.76,26.63,24.38,18.15,18.03,17.04,16.37
MAL,s42,gravid,800,600,2003,5,spring,dry,-154.8660839,19.44834798,0,0,42.88,813.43,90,161,53,116,22.46,21.38,21.81,20.36,26.8,24.74,26.61,24.36,18.12,18.01,17.01,16.35
MAL,s45,gravid,800,900,2003,5,spring,dry,-154.8684745,19.4498471,0,0,46.69,874.66,93,164,53,118,22.43,21.34,21.78,20.33,26.76,24.7,26.58,24.34,18.09,17.98,16.98,16.32
MAL,s3,gravid,0,300,2003,6,summer,dry,-154.8681059,19.44094388,0,0,33.58,878.52,110,89,161,54,23.6,22.51,21.43,21.86,27.92,26.84,24.78,26.65,19.28,18.18,18.07,17.07
MAL,s4,gravid,0,400,2003,6,summer,dry,-154.8688701,19.44139884,0,0,35.99,859.23,111,90,163,54,23.57,22.48,21.39,21.83,27.89,26.81,24.75,26.62,19.24,18.15,18.03,17.03
MAL,s7,gravid,0,700,2003,6,summer,dry,-154.8713093,19.44293436,0,0,50.58,854.87,113,92,166,54,23.51,22.42,21.33,21.77,27.84,26.76,24.69,26.57,19.17,18.07,17.96,16.96
MAL,s8,gravid,0,800,2003,6,summer,dry,-154.872041,19.44337489,0,0,52.27,854.09,113,92,166,54,23.5,22.41,21.32,21.77,27.83,26.75,24.69,26.57,19.16,18.07,17.95,16.96
MAL,s9,gravid,0,900,2003,6,summer,dry,-154.8728435,19.44385801,0,0,56.26,853.24,115,94,169,54,23.43,22.35,21.26,21.7,27.78,26.7,24.63,26.51,19.08,17.99,17.88,16.88
MAL,s10,gravid,200,100,2003,6,summer,dry,-154.8654167,19.4414413,0,0,31.18,1133.63,108,87,159,54,23.63,22.54,21.46,21.89,27.95,26.86,24.81,26.67,19.31,18.21,18.1,17.1
MAL,s11,gravid,200,200,2003,6,summer,dry,-154.8662235,19.44191473,0,0,32.62,1098.57,110,89,161,54,23.61,22.52,21.43,21.86,27.93,26.84,24.78,26.65,19.29,18.19,18.07,17.07
MAL,s13,gravid,200,400,2003,6,summer,dry,-154.8678158,19.4428926,1,1,36.12,1057.81,110,89,161,54,23.61,22.52,21.43,21.87,27.93,26.84,24.78,26.65,19.29,18.19,18.07,17.08
MAL,s15,gravid,200,600,2003,6,summer,dry,-154.8693917,19.44389469,0,0,42.78,1054.24,112,91,163,54,23.55,22.46,21.37,21.81,27.88,26.79,24.73,26.61,19.22,18.12,18.01,17.01
MAL,s16,gravid,200,700,2003,6,summer,dry,-154.8702408,19.44442688,0,0,45.19,1055.3,112,91,163,54,23.55,22.46,21.37,21.81,27.88,26.79,24.73,26.61,19.22,18.12,18.01,17.01
MAL,s19,gravid,400,100,2003,6,summer,dry,-154.864329,19.44292494,0,0,29.34,1149.79,108,87,159,54,23.64,22.54,21.46,21.89,27.96,26.86,24.81,26.68,19.32,18.22,18.1,17.1
MAL,s20,gravid,400,200,2003,6,summer,dry,-154.8651304,19.44340654,0,0,33.67,1149.18,108,88,158,54,23.6,22.51,21.42,21.86,27.93,26.84,24.78,26.65,19.27,18.17,18.06,17.06
MAL,s24,gravid,400,600,2003,6,summer,dry,-154.8683125,19.44536739,0,0,43.21,1213.54,112,91,163,54,23.53,22.44,21.36,21.79,27.86,26.78,24.72,26.59,19.19,18.1,17.99,16.99
MAL,s26,gravid,400,800,2003,6,summer,dry,-154.8698952,19.44635981,0,0,47.06,1250.17,112,91,163,54,23.53,22.44,21.36,21.79,27.86,26.78,24.72,26.59,19.19,18.1,17.99,16.99
MAL,s27,gravid,400,900,2003,6,summer,dry,-154.8706973,19.44687024,0,0,48.76,1148.81,114,93,166,54,23.49,22.4,21.32,21.76,27.82,26.74,24.68,26.56,19.15,18.06,17.95,16.95
MAL,s29,gravid,600,200,2003,6,summer,dry,-154.863998,19.44487718,0,0,33.89,946.9,108,88,158,54,23.61,22.51,21.43,21.86,27.94,26.84,24.79,26.65,19.27,18.18,18.06,17.07
MAL,s31,gravid,600,400,2003,6,summer,dry,-154.8655776,19.44587403,0,0,41.16,969.43,108,88,158,53,23.59,22.5,21.41,21.84,27.92,26.83,24.77,26.64,19.25,18.16,18.04,17.04
MAL,s32,gravid,600,500,2003,6,summer,dry,-154.8663969,19.44638157,0,0,42.75,990.9,110,89,161,53,23.56,22.46,21.38,21.81,27.89,26.8,24.74,26.61,19.22,18.12,18.01,17.01
MAL,s33,gravid,600,600,2003,6,summer,dry,-154.8671634,19.44686217,0,0,44.04,1010.54,110,89,161,53,23.56,22.46,21.38,21.81,27.89,26.8,24.74,26.61,19.22,18.12,18.01,17.01
MAL,s34,gravid,600,700,2003,6,summer,dry,-154.8679987,19.44738586,0,0,45.58,1031.94,110,89,161,53,23.56,22.46,21.38,21.81,27.89,26.8,24.74,26.61,19.22,18.12,18.01,17.01
MAL,s38,gravid,800,200,2003,6,summer,dry,-154.8629075,19.44637878,0,0,32.47,744.29,107,86,156,53,23.64,22.54,21.46,21.89,27.97,26.87,24.82,26.68,19.31,18.21,18.1,17.1
MAL,s39,gravid,800,300,2003,6,summer,dry,-154.8637076,19.44687897,0,0,37.14,752.24,107,86,156,53,23.64,22.54,21.46,21.89,27.97,26.87,24.82,26.68,19.31,18.21,18.1,17.1
MAL,s41,gravid,800,500,2003,6,summer,dry,-154.8653187,19.44786512,0,0,41.32,794.06,109,88,158,53,23.58,22.49,21.4,21.84,27.91,26.82,24.76,26.63,19.24,18.15,18.03,17.04
MAL,s42,gravid,800,600,2003,6,summer,dry,-154.8660839,19.44834798,0,0,42.88,813.43,111,90,161,53,23.55,22.46,21.38,21.81,27.88,26.8,24.74,26.61,19.21,18.12,18.01,17.01
MAL,s45,gravid,800,900,2003,6,summer,dry,-154.8684745,19.4498471,0,0,46.69,874.66,114,93,164,53,23.51,22.43,21.34,21.78,27.84,26.76,24.7,26.58,19.18,18.09,17.98,16.98
MAL,s2,gravid,0,200,2003,7,summer,dry,-154.8672713,19.44042989,0,0,30.45,909.41,198,110,89,162,24.13,23.63,22.54,21.46,27.92,27.94,26.86,24.8,20.33,19.32,18.22,18.11
MAL,s3,gravid,0,300,2003,7,summer,dry,-154.8681059,19.44094388,0,0,33.58,878.52,197,110,89,161,24.1,23.6,22.51,21.43,27.9,27.92,26.84,24.78,20.29,19.28,18.18,18.07
MAL,s5,gravid,0,500,2003,7,summer,dry,-154.8697167,19.4419029,1,1,41.18,849.86,200,111,90,163,24.06,23.57,22.48,21.39,27.87,27.89,26.81,24.75,20.25,19.24,18.15,18.03
MAL,s7,gravid,0,700,2003,7,summer,dry,-154.8713093,19.44293436,0,0,50.58,854.87,203,113,92,166,24,23.51,22.42,21.33,27.82,27.84,26.76,24.69,20.17,19.17,18.07,17.96
MAL,s9,gravid,0,900,2003,7,summer,dry,-154.8728435,19.44385801,0,0,56.26,853.24,207,115,94,169,23.93,23.43,22.35,21.26,27.76,27.78,26.7,24.63,20.09,19.08,17.99,17.88
MAL,s10,gravid,200,100,2003,7,summer,dry,-154.8654167,19.4414413,0,0,31.18,1133.63,195,108,87,159,24.13,23.63,22.54,21.46,27.93,27.95,26.86,24.81,20.32,19.31,18.21,18.1
MAL,s11,gravid,200,200,2003,7,summer,dry,-154.8662235,19.44191473,1,1,32.62,1098.57,197,110,89,161,24.1,23.61,22.52,21.43,27.9,27.93,26.84,24.78,20.29,19.29,18.19,18.07
MAL,s14,gravid,200,500,2003,7,summer,dry,-154.8686102,19.44340483,0,0,39.06,1053.44,200,112,91,163,24.04,23.55,22.46,21.37,27.85,27.88,26.79,24.73,20.22,19.22,18.12,18.01
MAL,s15,gravid,200,600,2003,7,summer,dry,-154.8693917,19.44389469,0,0,42.78,1054.24,200,112,91,163,24.04,23.55,22.46,21.37,27.85,27.88,26.79,24.73,20.22,19.22,18.12,18.01
MAL,s16,gravid,200,700,2003,7,summer,dry,-154.8702408,19.44442688,0,0,45.19,1055.3,200,112,91,163,24.04,23.55,22.46,21.37,27.85,27.88,26.79,24.73,20.22,19.22,18.12,18.01
MAL,s17,gravid,200,800,2003,7,summer,dry,-154.8709669,19.44489794,0,0,48.1,1057.69,203,113,92,166,23.99,23.5,22.41,21.33,27.81,27.83,26.75,24.69,20.17,19.16,18.07,17.96
MAL,s20,gravid,400,200,2003,7,summer,dry,-154.8651304,19.44340654,1,1,33.67,1149.18,195,108,88,158,24.1,23.6,22.51,21.42,27.91,27.93,26.84,24.78,20.28,19.27,18.17,18.06
MAL,s23,gravid,400,500,2003,7,summer,dry,-154.8675225,19.44487946,0,0,41.98,1192.73,197,110,89,161,24.07,23.57,22.48,21.4,27.88,27.9,26.81,24.76,20.25,19.24,18.15,18.03
MAL,s25,gravid,400,700,2003,7,summer,dry,-154.8691049,19.44585684,0,0,45.53,1234.43,201,112,91,163,24.02,23.53,22.44,21.36,27.84,27.86,26.78,24.72,20.2,19.19,18.1,17.99
MAL,s26,gravid,400,800,2003,7,summer,dry,-154.8698952,19.44635981,0,0,47.06,1250.17,201,112,91,163,24.02,23.53,22.44,21.36,27.84,27.86,26.78,24.72,20.2,19.19,18.1,17.99
MAL,s27,gravid,400,900,2003,7,summer,dry,-154.8706973,19.44687024,1,1,48.76,1148.81,204,114,93,166,23.98,23.49,22.4,21.32,27.8,27.82,26.74,24.68,20.15,19.15,18.06,17.95
