site,trap_type,transect,station,year,month,season,rainfall_season,x_long,y_lat,count,Cxpa,elevation,distance,precip,preciplag1,preciplag2,tmean,tmeanlag1,tmeanlag2,tmax,tmaxlag1,tmaxlag2,tmin,tminlag1,tminlag2
NAN,co2,0,200,2003,4,spring,wet,-154.8969733,19.53775216,0,0,72.67,396.9,213,45,140,21.11,21.63,20.38,24.43,26.45,24.57,17.79,16.81,16.19
NAN,co2,0,900,2003,4,spring,wet,-154.8922994,19.54226407,0,0,54.71,511.22,209,45,138,21.22,21.73,20.48,24.53,26.53,24.64,17.9,16.92,16.31
NAN,co2,200,300,2003,4,spring,wet,-154.8949169,19.53712378,0,0,69.96,608.7,207,45,139,21.12,21.64,20.38,24.44,26.46,24.57,17.79,16.81,16.19
NAN,co2,600,700,2003,4,spring,wet,-154.8895247,19.53718929,5,1,61.66,375.99,198,44,137,21.18,21.69,20.43,24.51,26.51,24.62,17.85,16.86,16.24
NAN,co2,800,100,2003,4,spring,wet,-154.8921609,19.53201272,0,0,73.12,466.38,198,45,137,21.13,21.64,20.38,24.46,26.47,24.58,17.79,16.8,16.18
NAN,co2,800,300,2003,4,spring,wet,-154.8908234,19.53334558,1,1,69.31,396.91,200,45,138,21.14,21.65,20.4,24.47,26.48,24.59,17.8,16.82,16.2
NAN,co2,800,500,2003,4,spring,wet,-154.8895044,19.53462404,1,1,65.66,241.03,196,44,137,21.17,21.67,20.42,24.5,26.5,24.61,17.83,16.84,16.22
NAN,co2,0,100,2003,5,spring,dry,-154.8976418,19.53711324,1,1,75.17,387.46,118,216,45,22.1,21.05,21.56,26.42,24.37,26.39,17.77,17.72,16.73
NAN,co2,0,800,2003,5,spring,dry,-154.8929788,19.54160096,0,0,56.5,483.06,113,207,45,22.25,21.21,21.72,26.55,24.52,26.53,17.94,17.89,16.91
NAN,co2,200,700,2003,5,spring,dry,-154.8922696,19.53970795,0,0,58.86,649.18,113,205,45,22.23,21.18,21.7,26.54,24.5,26.51,17.92,17.86,16.88
NAN,co2,400,400,2003,5,spring,dry,-154.8929274,19.53649918,0,0,67.33,637.28,113,203,45,22.2,21.15,21.67,26.52,24.48,26.49,17.87,17.82,16.84
NAN,co2,600,200,2003,5,spring,dry,-154.8928461,19.53395174,0,0,71.89,597.54,114,200,45,22.18,21.13,21.64,26.51,24.46,26.47,17.85,17.79,16.81
NAN,co2,600,800,2003,5,spring,dry,-154.8888733,19.53782067,0,0,59.98,383.52,112,201,44,22.25,21.21,21.72,26.57,24.53,26.53,17.93,17.88,16.9
NAN,co2,800,100,2003,5,spring,dry,-154.8921609,19.53201272,2,1,73.12,466.38,114,198,45,22.18,21.13,21.64,26.51,24.46,26.47,17.85,17.79,16.8
NAN,co2,800,500,2003,5,spring,dry,-154.8895044,19.53462404,7,1,65.66,241.03,112,196,44,22.21,21.17,21.67,26.54,24.5,26.5,17.88,17.83,16.84
NAN,co2,0,800,2003,6,summer,dry,-154.8929788,19.54160096,3,1,56.5,483.06,152,113,207,23.3,22.25,21.21,27.56,26.55,24.52,19.04,17.94,17.89
NAN,co2,200,500,2003,6,summer,dry,-154.8936075,19.5384112,0,0,62.53,624.65,154,115,209,23.25,22.2,21.15,27.51,26.51,24.47,18.98,17.88,17.83
NAN,co2,200,600,2003,6,summer,dry,-154.8929504,19.53904809,2,1,60.09,633.3,151,113,205,23.28,22.23,21.18,27.55,26.54,24.5,19.01,17.92,17.86
NAN,co2,200,800,2003,6,summer,dry,-154.8916229,19.54033479,1,1,56.31,675.48,152,113,207,23.3,22.25,21.21,27.56,26.56,24.52,19.04,17.94,17.89
NAN,co2,600,200,2003,6,summer,dry,-154.8928461,19.53395174,2,1,71.89,597.54,150,114,200,23.24,22.18,21.13,27.52,26.51,24.46,18.95,17.85,17.79
NAN,co2,600,600,2003,6,summer,dry,-154.8901984,19.53653177,1,1,64.62,379.97,148,112,198,23.29,22.23,21.18,27.57,26.55,24.51,19,17.9,17.85
NAN,co2,600,900,2003,6,summer,dry,-154.8881962,19.53847688,2,1,58.49,394.88,146,110,196,23.33,22.27,21.22,27.61,26.59,24.55,19.05,17.95,17.89
NAN,co2,800,100,2003,6,summer,dry,-154.8921609,19.53201272,2,1,73.12,466.38,149,114,198,23.23,22.18,21.13,27.52,26.51,24.46,18.94,17.85,17.79
NAN,co2,800,700,2003,6,summer,dry,-154.8881569,19.53591183,2,1,60.3,174.26,146,110,194,23.32,22.26,21.21,27.6,26.58,24.54,19.03,17.93,17.88
NAN,co2,800,800,2003,6,summer,dry,-154.8875267,19.53652693,6,1,59.73,181.9,146,110,194,23.32,22.26,21.21,27.6,26.58,24.54,19.03,17.94,17.88
NAN,co2,0,200,2003,7,summer,dry,-154.8969733,19.53775216,1,1,72.67,396.9,265,156,117,23.68,23.2,22.16,27.43,27.46,26.47,19.93,18.93,17.84
NAN,co2,200,300,2003,7,summer,dry,-154.8949169,19.53712378,1,1,69.96,608.7,258,153,115,23.7,23.22,22.17,27.46,27.49,26.49,19.94,18.94,17.85
NAN,co2,200,800,2003,7,summer,dry,-154.8916229,19.54033479,1,1,56.31,675.48,255,152,113,23.79,23.3,22.25,27.53,27.56,26.56,20.05,19.04,17.94
NAN,co2,400,200,2003,7,summer,dry,-154.8942422,19.53520128,3,1,71.91,743.08,256,152,115,23.69,23.2,22.15,27.45,27.48,26.48,19.92,18.91,17.82
NAN,co2,400,700,2003,7,summer,dry,-154.8909114,19.53844848,2,1,59.81,577.61,254,151,113,23.77,23.29,22.23,27.52,27.55,26.54,20.02,19.02,17.92
NAN,co2,400,900,2003,7,summer,dry,-154.8895734,19.53973618,2,1,57.13,593.29,248,149,112,23.79,23.31,22.25,27.55,27.58,26.56,20.03,19.03,17.93
NAN,co2,600,300,2003,7,summer,dry,-154.8921814,19.53459603,6,1,70.42,523.05,250,150,114,23.72,23.24,22.18,27.49,27.52,26.51,19.95,18.95,17.85
NAN,co2,600,400,2003,7,summer,dry,-154.8915211,19.53524065,8,1,68.74,458.9,250,150,114,23.72,23.24,22.18,27.49,27.52,26.51,19.95,18.95,17.85
NAN,co2,600,500,2003,7,summer,dry,-154.8908625,19.53588353,0,0,67.67,409.42,252,151,113,23.74,23.25,22.2,27.5,27.53,26.52,19.98,18.97,17.88
NAN,co2,600,600,2003,7,summer,dry,-154.8901984,19.53653177,0,0,64.62,379.97,246,148,112,23.77,23.29,22.23,27.54,27.57,26.55,20,19,17.9
NAN,co2,600,800,2003,7,summer,dry,-154.8888733,19.53782067,0,0,59.98,383.52,248,149,112,23.79,23.31,22.25,27.55,27.58,26.57,20.03,19.03,17.93
NAN,co2,0,100,2003,8,summer,dry,-154.8976418,19.53711324,0,0,75.17,387.46,194,268,158,23.93,23.62,23.13,27.8,27.38,27.41,20.06,19.86,18.85
NAN,co2,0,600,2003,8,summer,dry,-154.8943113,19.54031896,8,1,61.49,433.03,187,260,154,24.06,23.75,23.26,27.91,27.49,27.52,20.2,20,19
NAN,co2,0,800,2003,8,summer,dry,-154.8929788,19.54160096,0,0,56.5,483.06,184,255,152,24.1,23.79,23.3,27.95,27.53,27.56,20.24,20.05,19.04
NAN,co2,400,200,2003,8,summer,dry,-154.8942422,19.53520128,2,1,71.91,743.08,187,256,152,24,23.69,23.2,27.88,27.45,27.48,20.12,19.92,18.91
NAN,co2,400,700,2003,8,summer,dry,-154.8909114,19.53844848,3,1,59.81,577.61,184,254,151,24.08,23.77,23.29,27.94,27.52,27.55,20.22,20.02,19.02
NAN,co2,600,500,2003,8,summer,dry,-154.8908625,19.53588353,0,0,67.67,409.42,184,252,151,24.05,23.74,23.25,27.92,27.5,27.53,20.18,19.98,18.97
NAN,co2,600,600,2003,8,summer,dry,-154.8901984,19.53653177,5,1,64.62,379.97,180,246,148,24.08,23.77,23.29,27.96,27.54,27.57,20.2,20,19
NAN,co2,600,700,2003,8,summer,dry,-154.8895247,19.53718929,3,1,61.66,375.99,180,246,148,24.08,23.77,23.29,27.96,27.54,27.57,20.2,20,19
NAN,co2,600,800,2003,8,summer,dry,-154.8888733,19.53782067,2,1,59.98,383.52,180,248,149,24.1,23.79,23.31,27.97,27.55,27.58,20.23,20.03,19.03
NAN,co2,600,900,2003,8,summer,dry,-154.8881962,19.53847688,4,1,58.49,394.88,177,242,146,24.13,23.82,23.33,28,27.58,27.61,20.25,20.05,19.05
NAN,co2,800,300,2003,8,summer,dry,-154.8908234,19.53334558,4,1,69.31,396.91,184,250,150,24.04,23.72,23.24,27.92,27.49,27.52,20.15,19.95,18.95
NAN,co2,0,100,2003,9,fall,dry,-154.8976418,19.53711324,1,1,75.17,387.46,225,194,268,23.84,23.93,23.62,28.19,27.8,27.38,19.48,20.06,19.86
NAN,co2,0,300,2003,9,fall,dry,-154.8962943,19.53840109,0,0,69.43,406.49,225,191,265,23.9,24,23.69,28.24,27.86,27.44,19.56,20.14,19.93
NAN,co2,0,500,2003,9,fall,dry,-154.894966,19.53969775,1,1,63.47,423.33,223,187,259,23.95,24.04,23.73,28.29,27.9,27.48,19.6,20.18,19.98
NAN,co2,0,900,2003,9,fall,dry,-154.8922994,19.54226407,0,0,54.71,511.22,223,184,256,24.01,24.1,23.8,28.34,27.95,27.54,19.68,20.25,20.06
NAN,co2,200,100,2003,9,fall,dry,-154.8962643,19.53582691,0,0,74.56,590.31,224,191,263,23.88,23.98,23.67,28.23,27.85,27.43,19.53,20.11,19.91
NAN,co2,200,200,2003,9,fall,dry,-154.8955982,19.53646805,0,0,72.03,599.4,224,191,263,23.88,23.98,23.67,28.23,27.85,27.43,19.53,20.11,19.91
NAN,co2,600,400,2003,9,fall,dry,-154.8915211,19.53524065,0,0,68.74,458.9,219,184,250,23.94,24.03,23.72,28.29,27.91,27.49,19.58,20.15,19.95
NAN,co2,800,300,2003,9,fall,dry,-154.8908234,19.53334558,0,0,69.31,396.91,219,184,250,23.94,24.04,23.72,28.3,27.92,27.49,19.58,20.15,19.95
NAN,co2,0,300,2003,10,fall,dry,-154.8962943,19.53840109,0,0,69.43,406.49,108,225,191,24.14,23.9,24,28.88,28.24,27.86,19.39,19.56,20.14
NAN,co2,0,500,2003,10,fall,dry,-154.894966,19.53969775,1,1,63.47,423.33,107,223,187,24.18,23.95,24.04,28.92,28.29,27.9,19.43,19.6,20.18
NAN,co2,0,800,2003,10,fall,dry,-154.8929788,19.54160096,1,1,56.5,483.06,106,222,184,24.24,24.01,24.1,28.97,28.34,27.95,19.5,19.67,20.24
NAN,co2,200,600,2003,10,fall,dry,-154.8929504,19.53904809,0,0,60.09,633.3,106,221,184,24.21,23.98,24.08,28.95,28.32,27.94,19.47,19.64,20.22
NAN,co2,600,600,2003,10,fall,dry,-154.8901984,19.53653177,0,0,64.62,379.97,105,219,180,24.21,23.99,24.08,28.96,28.34,27.96,19.46,19.63,20.2
NAN,co2,600,700,2003,10,fall,dry,-154.8895247,19.53718929,0,0,61.66,375.99,105,219,180,24.21,23.99,24.08,28.96,28.34,27.96,19.46,19.63,20.2
NAN,co2,800,300,2003,10,fall,dry,-154.8908234,19.53334558,5,1,69.31,396.91,106,219,184,24.17,23.94,24.04,28.93,28.3,27.92,19.41,19.58,20.15
NAN,co2,800,700,2003,10,fall,dry,-154.8881569,19.53591183,0,0,60.3,174.26,104,217,177,24.25,24.03,24.12,29,28.38,27.99,19.5,19.67,20.24
NAN,co2,800,900,2003,10,fall,dry,-154.8868285,19.53720844,2,1,58.82,198.83,104,217,177,24.25,24.03,24.12,29,28.38,28,19.5,19.67,20.24
NAN,co2,200,100,2003,11,fall,wet,-154.8962643,19.53582691,1,1,74.56,590.31,261,108,224,22.17,24.12,23.88,25.96,28.87,28.23,18.37,19.37,19.53
NAN,co2,200,800,2003,11,fall,wet,-154.8916229,19.54033479,0,0,56.31,675.48,253,106,222,22.28,24.24,24.01,26.06,28.97,28.34,18.5,19.5,19.67
NAN,co2,400,300,2003,11,fall,wet,-154.893578,19.53588219,1,1,69.63,684.97,256,107,222,22.2,24.15,23.92,25.99,28.9,28.27,18.4,19.4,19.57
NAN,co2,400,400,2003,11,fall,wet,-154.8929274,19.53649918,0,0,67.33,637.28,251,106,220,22.23,24.18,23.95,26.02,28.93,28.3,18.43,19.43,19.6
NAN,co2,400,700,2003,11,fall,wet,-154.8909114,19.53844848,0,0,59.81,577.61,252,106,221,22.26,24.22,23.99,26.05,28.96,28.33,18.47,19.48,19.65
NAN,co2,600,300,2003,11,fall,wet,-154.8921814,19.53459603,0,0,70.42,523.05,250,106,219,22.21,24.17,23.94,26.01,28.92,28.29,18.4,19.41,19.58
NAN,co2,600,600,2003,11,fall,wet,-154.8901984,19.53653177,0,0,64.62,379.97,246,105,219,22.26,24.21,23.99,26.06,28.96,28.34,18.45,19.46,19.63
NAN,co2,600,900,2003,11,fall,wet,-154.8881962,19.53847688,0,0,58.49,394.88,242,104,218,22.3,24.26,24.03,26.1,29,28.38,18.5,19.51,19.68
NAN,co2,400,200,2003,12,winter,wet,-154.8942422,19.53520128,2,1,71.91,743.08,275,255,107,21.56,22.18,24.14,25.43,25.98,28.89,17.69,18.37,19.38
NAN,co2,400,500,2003,12,winter,wet,-154.8922681,19.53712444,9,1,63.6,601.17,273,251,106,21.61,22.23,24.18,25.46,26.02,28.93,17.75,18.43,19.43
NAN,co2,600,300,2003,12,winter,wet,-154.8921814,19.53459603,0,0,70.42,523.05,273,250,106,21.59,22.21,24.17,25.45,26.01,28.92,17.72,18.4,19.41
NAN,co2,600,700,2003,12,winter,wet,-154.8895247,19.53718929,0,0,61.66,375.99,271,246,105,21.63,22.26,24.21,25.49,26.06,28.96,17.77,18.46,19.46
NAN,co2,600,900,2003,12,winter,wet,-154.8881962,19.53847688,0,0,58.49,394.88,269,242,104,21.67,22.3,24.26,25.52,26.1,29,17.82,18.5,19.51
NAN,co2,800,200,2003,12,winter,wet,-154.8915066,19.53266472,1,1,71.41,423.87,274,249,106,21.58,22.2,24.16,25.45,26.01,28.92,17.71,18.39,19.4
NAN,co2,800,600,2003,12,winter,wet,-154.8888569,19.53524281,1,1,61.11,186.66,272,245,105,21.62,22.24,24.2,25.48,26.05,28.96,17.75,18.43,19.44
NAN,co2,0,100,2004,1,winter,wet,-154.8976418,19.53711324,0,0,75.17,387.46,381,277,265,21.17,21.51,22.12,25.59,25.38,25.91,16.75,17.64,18.32
NAN,co2,0,500,2004,1,winter,wet,-154.894966,19.53969775,0,0,63.47,423.33,378,273,257,21.26,21.61,22.22,25.67,25.46,26.01,16.85,17.75,18.43
NAN,co2,0,700,2004,1,winter,wet,-154.8936278,19.54096742,2,1,59.16,456.16,376,273,258,21.28,21.62,22.24,25.68,25.47,26.02,16.87,17.77,18.46
NAN,co2,200,700,2004,1,winter,wet,-154.8922696,19.53970795,1,1,58.86,649.18,377,272,252,21.29,21.64,22.26,25.69,25.49,26.05,16.88,17.79,18.47
NAN,co2,400,100,2004,1,winter,wet,-154.8948867,19.53454057,2,1,74.88,793.17,381,275,255,21.21,21.56,22.18,25.63,25.43,25.98,16.79,17.69,18.37
NAN,co2,400,500,2004,1,winter,wet,-154.8922681,19.53712444,3,1,63.6,601.17,379,273,251,21.26,21.61,22.23,25.67,25.46,26.02,16.84,17.75,18.43
NAN,co2,800,800,2004,1,winter,wet,-154.8875267,19.53652693,3,1,59.73,181.9,377,270,241,21.3,21.66,22.29,25.71,25.52,26.09,16.89,17.8,18.49
NAN,co2,0,200,2004,2,winter,wet,-154.8969733,19.53775216,2,1,72.67,396.9,296,379,275,21.53,21.23,21.57,25.81,25.64,25.43,17.24,16.82,17.71
NAN,co2,0,500,2004,2,winter,wet,-154.894966,19.53969775,9,1,63.47,423.33,294,378,273,21.56,21.26,21.61,25.84,25.67,25.46,17.27,16.85,17.75
NAN,co2,200,200,2004,2,winter,wet,-154.8955982,19.53646805,3,1,72.03,599.4,295,380,276,21.51,21.21,21.56,25.8,25.63,25.42,17.21,16.79,17.69
NAN,co2,400,100,2004,2,winter,wet,-154.8948867,19.53454057,1,1,74.88,793.17,293,381,275,21.51,21.21,21.56,25.81,25.63,25.43,17.21,16.79,17.69
NAN,co2,600,300,2004,2,winter,wet,-154.8921814,19.53459603,5,1,70.42,523.05,291,380,273,21.54,21.24,21.59,25.83,25.66,25.45,17.24,16.82,17.72
NAN,co2,600,900,2004,2,winter,wet,-154.8881962,19.53847688,2,1,58.49,394.88,288,376,269,21.62,21.32,21.67,25.9,25.72,25.52,17.33,16.91,17.82
NAN,co2,800,500,2004,2,winter,wet,-154.8895044,19.53462404,3,1,65.66,241.03,289,380,272,21.56,21.26,21.62,25.85,25.68,25.48,17.26,16.84,17.75
NAN,co2,0,100,2004,3,spring,wet,-154.8976418,19.53711324,0,0,75.17,387.46,607,297,381,21.23,21.47,21.17,24.9,25.77,25.59,17.56,17.16,16.75
NAN,co2,0,300,2004,3,spring,wet,-154.8962943,19.53840109,0,0,69.43,406.49,602,296,379,21.3,21.53,21.23,24.95,25.81,25.64,17.64,17.24,16.82
NAN,co2,0,800,2004,3,spring,wet,-154.8929788,19.54160096,0,0,56.5,483.06,593,292,375,21.39,21.61,21.31,25.03,25.88,25.71,17.74,17.33,16.91
NAN,co2,200,900,2004,3,spring,wet,-154.8909223,19.54101383,0,0,56.19,704.77,593,292,375,21.39,21.61,21.31,25.03,25.88,25.71,17.74,17.34,16.91
NAN,co2,400,100,2004,3,spring,wet,-154.8948867,19.53454057,0,0,74.88,793.17,600,293,381,21.28,21.51,21.21,24.95,25.81,25.63,17.61,17.21,16.79
NAN,co2,400,200,2004,3,spring,wet,-154.8942422,19.53520128,0,0,71.91,743.08,600,293,381,21.29,21.51,21.21,24.95,25.81,25.63,17.62,17.21,16.79
NAN,co2,600,200,2004,3,spring,wet,-154.8928461,19.53395174,0,0,71.89,597.54,596,291,380,21.31,21.54,21.24,24.98,25.83,25.66,17.64,17.24,16.82
NAN,co2,0,200,2004,4,spring,wet,-154.8969733,19.53775216,1,1,72.67,396.9,433,602,296,21.67,21.3,21.53,25.55,24.95,25.81,17.79,17.64,17.24
NAN,co2,0,400,2004,4,spring,wet,-154.8956433,19.53903655,0,0,66.27,414.75,433,602,296,21.67,21.3,21.53,25.55,24.95,25.81,17.79,17.64,17.24
NAN,co2,200,400,2004,4,spring,wet,-154.894273,19.53775687,0,0,67.19,616.54,426,598,294,21.72,21.34,21.56,25.6,24.99,25.84,17.84,17.68,17.28
NAN,co2,400,700,2004,4,spring,wet,-154.8909114,19.53844848,1,1,59.81,577.61,419,594,292,21.75,21.37,21.59,25.63,25.02,25.87,17.87,17.72,17.31
NAN,co2,400,900,2004,4,spring,wet,-154.8895734,19.53973618,1,1,57.13,593.29,411,589,290,21.77,21.38,21.6,25.65,25.03,25.88,17.88,17.72,17.32
NAN,co2,600,500,2004,4,spring,wet,-154.8908625,19.53588353,1,1,67.67,409.42,415,595,291,21.72,21.33,21.56,25.61,24.99,25.85,17.83,17.67,17.27
NAN,co2,800,900,2004,4,spring,wet,-154.8868285,19.53720844,5,1,58.82,198.83,401,586,288,21.78,21.39,21.6,25.67,25.04,25.89,17.88,17.73,17.31
NAN,co2,0,700,2004,5,spring,dry,-154.8936278,19.54096742,0,0,59.16,456.16,140,429,597,23.17,21.74,21.35,27.05,25.61,25,19.28,17.86,17.7
NAN,co2,200,400,2004,5,spring,dry,-154.894273,19.53775687,0,0,67.19,616.54,140,426,598,23.16,21.72,21.34,27.04,25.6,24.99,19.27,17.84,17.68
NAN,co2,200,500,2004,5,spring,dry,-154.8936075,19.5384112,0,0,62.53,624.65,140,426,598,23.16,21.72,21.34,27.04,25.6,24.99,19.27,17.84,17.68
NAN,co2,200,700,2004,5,spring,dry,-154.8922696,19.53970795,1,1,58.86,649.18,139,419,594,23.19,21.75,21.36,27.07,25.63,25.01,19.3,17.87,17.71
NAN,co2,400,100,2004,5,spring,dry,-154.8948867,19.53454057,0,0,74.88,793.17,142,418,600,23.11,21.67,21.28,27.01,25.56,24.95,19.2,17.77,17.61
NAN,co2,400,500,2004,5,spring,dry,-154.8922681,19.53712444,0,0,63.6,601.17,140,415,595,23.16,21.72,21.33,27.05,25.61,24.99,19.26,17.82,17.67
NAN,co2,600,600,2004,5,spring,dry,-154.8901984,19.53653177,2,1,64.62,379.97,139,408,590,23.19,21.75,21.36,27.08,25.64,25.02,19.29,17.85,17.7
NAN,co2,800,300,2004,5,spring,dry,-154.8908234,19.53334558,5,1,69.31,396.91,141,411,596,23.14,21.7,21.32,27.04,25.59,24.98,19.24,17.8,17.65
NAN,co2,200,100,2004,6,summer,dry,-154.8962643,19.53582691,0,0,74.56,590.31,150,142,429,23.17,23.1,21.66,27.15,26.99,25.54,19.19,19.2,17.77
NAN,co2,200,700,2004,6,summer,dry,-154.8922696,19.53970795,1,1,58.86,649.18,146,139,419,23.27,23.19,21.75,27.25,27.07,25.63,19.29,19.3,17.87
NAN,co2,200,800,2004,6,summer,dry,-154.8916229,19.54033479,1,1,56.31,675.48,146,139,422,23.29,23.21,21.77,27.26,27.09,25.64,19.32,19.33,17.9
NAN,co2,400,800,2004,6,summer,dry,-154.8902676,19.53906804,0,0,58.57,584.57,143,138,411,23.3,23.2,21.77,27.28,27.09,25.65,19.31,19.31,17.88
NAN,co2,600,700,2004,6,summer,dry,-154.8895247,19.53718929,1,1,61.66,375.99,143,139,408,23.28,23.19,21.75,27.27,27.08,25.64,19.28,19.29,17.85
NAN,co2,800,400,2004,6,summer,dry,-154.890189,19.53396045,3,1,68.35,320.45,143,140,404,23.26,23.17,21.73,27.26,27.07,25.62,19.26,19.27,17.83
NAN,co2,800,700,2004,6,summer,dry,-154.8881569,19.53591183,7,1,60.3,174.26,140,138,401,23.31,23.22,21.78,27.3,27.11,25.67,19.31,19.32,17.88
NAN,co2,0,100,2004,7,summer,dry,-154.8976418,19.53711324,1,1,75.17,387.46,132,152,143,23.66,23.12,23.05,28.1,27.11,26.95,19.22,19.13,19.15
NAN,co2,200,600,2004,7,summer,dry,-154.8929504,19.53904809,0,0,60.09,633.3,126,146,139,23.81,23.27,23.19,28.24,27.25,27.07,19.38,19.29,19.3
NAN,co2,200,800,2004,7,summer,dry,-154.8916229,19.54033479,2,1,56.31,675.48,126,146,139,23.84,23.29,23.21,28.26,27.26,27.09,19.41,19.32,19.33
NAN,co2,400,700,2004,7,summer,dry,-154.8909114,19.53844848,0,0,59.81,577.61,126,146,139,23.81,23.28,23.19,28.24,27.25,27.08,19.38,19.3,19.3
NAN,co2,600,300,2004,7,summer,dry,-154.8921814,19.53459603,5,1,70.42,523.05,124,145,141,23.77,23.23,23.14,28.22,27.22,27.04,19.31,19.23,19.23
NAN,co2,600,400,2004,7,summer,dry,-154.8915211,19.53524065,0,0,68.74,458.9,124,145,141,23.77,23.23,23.14,28.22,27.22,27.04,19.31,19.23,19.23
NAN,co2,800,100,2004,7,summer,dry,-154.8921609,19.53201272,0,0,73.12,466.38,123,145,141,23.76,23.22,23.14,28.21,27.22,27.04,19.3,19.22,19.23
NAN,co2,200,100,2004,8,summer,dry,-154.8962643,19.53582691,1,1,74.56,590.31,149,130,150,24.43,23.71,23.17,28.84,28.15,27.15,20.02,19.27,19.19
NAN,co2,200,300,2004,8,summer,dry,-154.8949169,19.53712378,3,1,69.96,608.7,147,127,148,24.47,23.75,23.21,28.87,28.19,27.19,20.06,19.3,19.22
NAN,co2,200,700,2004,8,summer,dry,-154.8922696,19.53970795,6,1,58.86,649.18,145,126,146,24.53,23.81,23.27,28.92,28.24,27.25,20.13,19.38,19.29
NAN,co2,400,100,2004,8,summer,dry,-154.8948867,19.53454057,5,1,74.88,793.17,146,127,148,24.45,23.73,23.19,28.86,28.18,27.18,20.03,19.28,19.19
NAN,co2,400,300,2004,8,summer,dry,-154.893578,19.53588219,3,1,69.63,684.97,147,127,148,24.47,23.75,23.21,28.87,28.19,27.19,20.06,19.31,19.22
NAN,co2,400,400,2004,8,summer,dry,-154.8929274,19.53649918,2,1,67.33,637.28,145,125,145,24.5,23.78,23.24,28.91,28.22,27.23,20.09,19.34,19.25
NAN,co2,600,100,2004,8,summer,dry,-154.8935099,19.53330841,1,1,73.61,646.27,146,127,148,24.45,23.73,23.19,28.86,28.18,27.18,20.03,19.28,19.2
NAN,co2,800,200,2004,8,summer,dry,-154.8915066,19.53266472,7,1,71.41,423.87,144,123,145,24.48,23.76,23.22,28.9,28.21,27.22,20.05,19.3,19.22
NAN,co2,800,300,2004,8,summer,dry,-154.8908234,19.53334558,2,1,69.31,396.91,144,124,145,24.48,23.77,23.23,28.9,28.22,27.22,20.06,19.31,19.23
NAN,co2,0,600,2004,9,fall,dry,-154.8943113,19.54031896,2,1,61.49,433.03,136,148,129,24.4,24.5,23.79,29.43,28.89,28.21,19.36,20.11,19.36
NAN,co2,0,800,2004,9,fall,dry,-154.8929788,19.54160096,2,1,56.5,483.06,135,146,126,24.44,24.55,23.83,29.47,28.93,28.25,19.41,20.16,19.41
NAN,co2,200,200,2004,9,fall,dry,-154.8955982,19.53646805,1,1,72.03,599.4,136,149,130,24.32,24.43,23.71,29.37,28.84,28.15,19.27,20.02,19.27
NAN,co2,600,600,2004,9,fall,dry,-154.8901984,19.53653177,2,1,64.62,379.97,134,142,123,24.42,24.53,23.81,29.47,28.94,28.26,19.37,20.12,19.36
NAN,co2,600,700,2004,9,fall,dry,-154.8895247,19.53718929,0,0,61.66,375.99,134,142,123,24.42,24.53,23.81,29.47,28.94,28.26,19.37,20.12,19.36
NAN,co2,800,600,2004,9,fall,dry,-154.8888569,19.53524281,0,0,61.11,186.66,134,142,122,24.41,24.52,23.8,29.47,28.94,28.25,19.35,20.1,19.34
NAN,co2,800,900,2004,9,fall,dry,-154.8868285,19.53720844,5,1,58.82,198.83,133,140,120,24.46,24.57,23.85,29.51,28.98,28.3,19.4,20.15,19.4
NAN,co2,0,400,2004,10,fall,dry,-154.8956433,19.53903655,3,1,66.27,414.75,284,136,149,23.64,24.34,24.45,27.77,29.38,28.84,19.51,19.29,20.05
NAN,co2,0,900,2004,10,fall,dry,-154.8922994,19.54226407,11,1,54.71,511.22,279,135,146,23.75,24.45,24.55,27.87,29.47,28.93,19.63,19.42,20.17
NAN,co2,200,400,2004,10,fall,dry,-154.894273,19.53775687,4,1,67.19,616.54,281,136,147,23.69,24.38,24.49,27.82,29.42,28.88,19.56,19.34,20.09
NAN,co2,400,200,2004,10,fall,dry,-154.8942422,19.53520128,1,1,71.91,743.08,279,135,146,23.64,24.34,24.45,27.78,29.39,28.86,19.5,19.28,20.03
NAN,co2,400,600,2004,10,fall,dry,-154.8915951,19.53778128,0,0,60.55,580.61,278,135,145,23.73,24.42,24.53,27.85,29.46,28.92,19.6,19.38,20.13
NAN,co2,400,800,2004,10,fall,dry,-154.8902676,19.53906804,0,0,58.57,584.57,274,134,143,23.74,24.44,24.55,27.87,29.48,28.95,19.61,19.39,20.14
NAN,co2,600,200,2004,10,fall,dry,-154.8928461,19.53395174,1,1,71.89,597.54,276,135,144,23.68,24.37,24.48,27.82,29.43,28.9,19.53,19.31,20.06
NAN,co2,800,100,2004,10,fall,dry,-154.8921609,19.53201272,0,0,73.12,466.38,275,134,144,23.67,24.37,24.48,27.82,29.43,28.9,19.52,19.3,20.05
NAN,co2,0,300,2004,11,fall,wet,-154.8962943,19.53840109,0,0,69.43,406.49,218,284,136,22.74,23.64,24.34,27.14,27.77,29.38,18.34,19.51,19.29
NAN,co2,0,500,2004,11,fall,wet,-154.894966,19.53969775,0,0,63.47,423.33,214,281,136,22.79,23.68,24.38,27.18,27.81,29.42,18.39,19.55,19.34
NAN,co2,200,300,2004,11,fall,wet,-154.8949169,19.53712378,0,0,69.96,608.7,213,280,135,22.76,23.66,24.35,27.16,27.8,29.4,18.35,19.52,19.3
